












;[1]
"　",,"응답자수","비율"
"[전체]",,"6,181","100.0"
"거주지","서울특별시","1,467","23.7"
,"부산광역시","724","11.7"
,"대구광역시","538","8.7"
,"인천광역시","375","6.1"
,"광주광역시","215","3.5"
,"대전광역시","185","3.0"
,"울산광역시","187","3.0"
,"세종자치시","34","0.5"
,"경기도","1,284","20.8"
,"강원도","99","1.6"
,"충청도","262","4.2"
,"전라도","385","6.2"
,"경상도","416","6.7"
,"기타 지역","11","0.2"
"성별","남자","2,600","42.1"
,"여자","3,581","57.9"
"연령","15세 - 20세","127","2.1"
,"21세 - 30세","1,412","22.9"
,"31세 - 40세","1,518","24.6"
,"41세 - 50세","1,250","20.2"
,"51세 - 60세","1,371","22.2"
,"61세 이상","503","8.1"
"방문목적","휴가 및 순수여행","5,571","90.1"
,"비즈니스여행","405","6.6"
,"기타여행","204","3.3"
"여행형태","개별여행","5,884","95.2"
,"패키지여행","248","4.0"
,"부분패키지여행","49","0.8"
"방문횟수","1회","1,934","31.3"
,"2회","2,483","40.2"
,"3회","813","13.2"
,"4회 이상","951","15.4"
;




;[2]
"　",,"응답자수","1일","2일","3일","4일","5일","6일"
,"21-30세","45 ","82.8 ","7.7 ","2.6 ","5.8 ","0.0 ","1.2 ","0.0 ","0.0 "
,"31-40세","64 ","83.1 ","6.7 ","0.0 ","1.1 ","7.5 ","1.6 ","0.0 ","0.0 "
,"41-50세","40 ","67.4 ","3.0 ","13.7 ","1.3 ","3.0 ","6.7 ","3.7 ","1.3 "
,"51-60세","92 ","82.6 ","9.1 ","0.0 ","0.0 ","2.7 ","2.4 ","0.0 ","3.2 "
,"61세 이상","106 ","62.7 ","11.1 ","2.0 ","1.6 ","10.8 ","6.3 ","0.5 ","5.0 "
"방문횟수","1회","307 ","72.2 ","8.9 ","3.3 ","1.9 ","6.3 ","3.9 ","0.6 ","2.9 "
,"2회","35 ","93.6 ","1.5 ","0.0 ","0.0 ","1.9 ","3.0 ","0.0 ","0.0 "
,"3회","8 ","86.1 ","13.9 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
,"4회 이상","2 ","75.7 ","0.0 ","24.3 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
;



"<표 7-1> 인터넷 정보 습득경로(2순위)"
"(단위 : % )"

;[195]
"　",,"응답자수","포털 사이트 검색 (구글, 야후, 네이버 등)","여행 전문 사이트 또는 앱 (트립 어드바이저 등)","소셜 미디어 (블로그, 페이스북, 인스타그램, 웨이보 등)","동영상 사이트 (유투브 등)","개별 관광지 및 관광시설 홈페이지","여행사 홈페이지","공공 기관 사이트 (문화체육 관광부, 제주특별 자치도 등)","기타"
"[전체]",,"245 ","5.5 ","43.1 ","16.5 ","8.7 ","11.8 ","7.5 ","6.6 ","0.2 "
"거주국","일본","47 ","8.6 ","32.1 ","6.5 ","6.8 ","17.6 ","21.1 ","6.3 ","1.1 "
,"아시아 기타","65 ","0.8 ","45.8 ","31.6 ","4.7 ","13.2 ","0.0 ","3.9 ","0.0 "
,"서구권","133 ","6.8 ","45.6 ","12.5 ","11.4 ","9.1 ","6.5 ","8.1 ","0.0 "
"성별","남자","99 ","7.1 ","31.3 ","25.5 ","8.5 ","12.9 ","5.9 ","9.0 ","0.0 "
,"여자","146 ","4.5 ","51.0 ","10.4 ","8.9 ","11.1 ","8.6 ","5.1 ","0.3 "
"연령","15-20세","6 ","8.8 ","34.1 ","17.5 ","30.8 ","0.0 ","8.8 ","0.0 ","0.0 "
,"21-30세","34 ","5.8 ","23.7 ","57.0 ","5.8 ","5.8 ","1.9 ","0.0 ","0.0 "
,"31-40세","36 ","1.4 ","54.0 ","9.5 ","11.3 ","10.0 ","13.8 ","0.0 ","0.0 "
,"41-50세","31 ","12.1 ","57.6 ","8.7 ","2.1 ","9.3 ","2.1 ","8.0 ","0.0 "
,"51-60세","69 ","2.2 ","47.6 ","9.4 ","7.8 ","18.0 ","8.6 ","6.3 ","0.0 "
,"61세 이상","68 ","7.6 ","36.4 ","10.4 ","11.1 ","11.7 ","8.4 ","13.8 ","0.7 "
"방문횟수","1회","210 ","6.2 ","48.7 ","9.4 ","8.0 ","11.2 ","8.8 ","7.4 ","0.2 "
,"2회","26 ","0.0 ","6.0 ","74.2 ","5.7 ","11.6 ","0.0 ","2.6 ","0.0 "
,"3회","7 ","6.9 ","14.7 ","17.7 ","43.0 ","17.7 ","0.0 ","0.0 ","0.0 "
,"4회 이상","2 ","0.0 ","33.5 ","0.0 ","0.0 ","66.5 ","0.0 ","0.0 ","0.0 "
;



"<표 8> 도착이후 이용정보(1순위)"
"(단위 : % )"

;[196]
"　",,"응답자수","방문지 정보 (개장시간, 입장료, 여행코스 등)","이동 거리 및 교통편","음식 및 맛집 정보","쇼핑 장소","숙박시설","지역 축제 및 행사정보"
"[전체]",,"611 ","39.9 ","13.9 ","9.3 ","6.8 ","3.6 ","0.5 "
"거주국","일본","164 ","15.8 ","25.3 ","14.0 ","19.9 ","0.4 ","0.4 "
,"중국","4 ","43.8 ","31.5 ","12.3 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","120 ","58.8 ","7.5 ","13.1 ","1.1 ","13.6 ","0.0 "
,"서구권","322 ","45.1 ","10.2 ","5.5 ","2.4 ","1.5 ","0.8 "
"성별","남자","282 ","42.3 ","10.5 ","6.8 ","3.5 ","6.2 ","0.0 "
,"여자","329 ","37.9 ","16.8 ","11.5 ","9.7 ","1.3 ","1.0 "
"연령","15-20세","10 ","35.2 ","12.6 ","27.1 ","0.0 ","5.0 ","0.0 "
,"21-30세","65 ","37.4 ","13.3 ","10.7 ","1.0 ","25.2 ","0.0 "
,"31-40세","92 ","54.4 ","9.6 ","5.3 ","4.0 ","4.1 ","0.0 "
,"41-50세","59 ","44.3 ","13.0 ","14.8 ","9.6 ","0.0 ","0.0 "
,"51-60세","146 ","39.5 ","12.4 ","9.1 ","9.0 ","0.3 ","1.8 "
,"61세 이상","239 ","34.4 ","16.9 ","8.5 ","7.8 ","0.3 ","0.3 "
"방문횟수","1회","546 ","42.7 ","14.1 ","9.3 ","6.5 ","0.2 ","0.6 "
,"2회","51 ","15.0 ","13.0 ","9.7 ","8.8 ","39.3 ","0.0 "
,"3회","10 ","20.0 ","0.0 ","11.0 ","6.9 ","0.0 ","0.0 "
,"4회 이상","4 ","28.3 ","26.7 ","0.0 ","31.3 ","13.7 ","0.0 "
;



"<표 8> 도착이후 이용정보(1순위)"
"(단위 : % )"

;[197]
"　",,"응답자수","역사/문화유적/전통문화 체험 관련 정보","금융 정보 (ATM, 환전소 등)","무료 WI-FI","선박에 비치된 관광안내 책자","아무런 여행정보도 이용하지 않았음","기타"
"[전체]",,"611 ","5.4 ","0.2 ","9.3 ","3.3 ","6.7 ","1.0 "
"거주국","일본","164 ","5.2 ","0.0 ","4.0 ","4.5 ","8.2 ","2.3 "
,"중국","4 ","0.0 ","0.0 ","12.3 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","120 ","1.9 ","0.0 ","0.9 ","1.1 ","2.1 ","0.0 "
,"서구권","322 ","6.8 ","0.5 ","15.1 ","3.6 ","7.7 ","0.8 "
"성별","남자","282 ","7.0 ","0.0 ","9.7 ","4.7 ","8.2 ","1.1 "
,"여자","329 ","4.0 ","0.4 ","9.0 ","2.2 ","5.3 ","0.9 "
"연령","15-20세","10 ","0.0 ","0.0 ","15.1 ","0.0 ","5.0 ","0.0 "
,"21-30세","65 ","3.6 ","0.0 ","4.7 ","0.0 ","4.1 ","0.0 "
,"31-40세","92 ","3.6 ","0.0 ","11.2 ","1.1 ","5.6 ","1.1 "
,"41-50세","59 ","0.9 ","0.0 ","7.6 ","3.7 ","6.1 ","0.0 "
,"51-60세","146 ","7.6 ","1.0 ","9.2 ","3.6 ","5.8 ","0.7 "
,"61세 이상","239 ","6.6 ","0.0 ","10.1 ","5.0 ","8.5 ","1.7 "
"방문횟수","1회","546 ","5.5 ","0.3 ","8.9 ","3.6 ","7.1 ","1.1 "
,"2회","51 ","2.9 ","0.0 ","8.7 ","1.3 ","1.3 ","0.0 "
,"3회","10 ","13.2 ","0.0 ","38.8 ","0.0 ","10.2 ","0.0 "
,"4회 이상","4 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
;



"<표 8> 도착이후 이용정보(2순위)"
"(단위 : % )"

;[198]
"　",,"응답자수","방문지 정보 (개장시간, 입장료, 여행코스 등)","이동 거리 및 교통편","음식 및 맛집 정보","쇼핑 장소","숙박시설","지역 축제 및 행사정보"
"[전체]",,"468 ","7.7 ","24.5 ","13.8 ","17.4 ","0.1 ","2.5 "
"거주국","일본","117 ","7.9 ","32.1 ","14.3 ","28.9 ","0.0 ","3.1 "
,"중국","4 ","0.0 ","24.7 ","31.5 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","103 ","1.7 ","26.4 ","17.5 ","16.0 ","0.0 ","5.1 "
,"서구권","245 ","10.3 ","20.1 ","11.6 ","12.8 ","0.2 ","1.2 "
"성별","남자","206 ","4.4 ","27.5 ","15.0 ","15.9 ","0.0 ","4.3 "
,"여자","262 ","10.3 ","22.2 ","12.8 ","18.6 ","0.2 ","1.1 "
"연령","15-20세","10 ","18.6 ","21.2 ","5.3 ","33.8 ","0.0 ","0.0 "
,"21-30세","56 ","4.9 ","15.1 ","41.7 ","26.8 ","0.0 ","1.8 "
,"31-40세","69 ","8.5 ","32.0 ","14.5 ","5.9 ","0.0 ","2.1 "
,"41-50세","51 ","8.9 ","11.9 ","9.0 ","16.7 ","0.0 ","11.9 "
,"51-60세","121 ","9.2 ","19.9 ","8.9 ","13.6 ","0.4 ","2.2 "
,"61세 이상","161 ","6.3 ","32.3 ","9.4 ","21.3 ","0.0 ","0.4 "
"방문횟수","1회","410 ","8.5 ","23.9 ","10.3 ","17.3 ","0.1 ","2.9 "
,"2회","47 ","2.2 ","24.3 ","45.3 ","17.2 ","0.0 ","0.0 "
,"3회","8 ","0.0 ","53.6 ","0.0 ","24.1 ","0.0 ","0.0 "
,"4회 이상","3 ","15.8 ","32.0 ","36.8 ","15.4 ","0.0 ","0.0 "
;



"<표 8> 도착이후 이용정보(2순위)"
"(단위 : % )"

;[199]
"　",,"응답자수","역사/ 문화유적/전통문화 체험 관련 정보","금융 정보 (ATM, 환전소 등)","무료 WI-FI","선박에 비치된 관광안내 책자","기타"
"[전체]",,"468 ","14.7 ","5.1 ","9.2 ","4.8 ","0.1 "
"거주국","일본","117 ","3.4 ","0.4 ","6.2 ","3.5 ","0.0 "
,"중국","4 ","0.0 ","0.0 ","31.5 ","12.3 ","0.0 "
,"아시아 기타","103 ","20.0 ","5.1 ","7.6 ","0.5 ","0.0 "
,"서구권","245 ","18.0 ","7.4 ","11.1 ","7.1 ","0.2 "
"성별","남자","206 ","14.1 ","6.5 ","8.3 ","3.9 ","0.0 "
,"여자","262 ","15.1 ","4.0 ","10.0 ","5.5 ","0.2 "
"연령","15-20세","10 ","10.6 ","5.3 ","5.3 ","0.0 ","0.0 "
,"21-30세","56 ","3.5 ","0.9 ","5.4 ","0.0 ","0.0 "
,"31-40세","69 ","29.8 ","0.0 ","2.7 ","4.5 ","0.0 "
,"41-50세","51 ","8.7 ","5.1 ","24.0 ","3.9 ","0.0 "
,"51-60세","121 ","17.3 ","12.0 ","10.7 ","5.4 ","0.4 "
,"61세 이상","161 ","12.2 ","3.5 ","7.9 ","6.7 ","0.0 "
"방문횟수","1회","410 ","15.9 ","5.7 ","9.9 ","5.3 ","0.1 "
,"2회","47 ","4.2 ","0.0 ","5.7 ","1.1 ","0.0 "
,"3회","8 ","15.9 ","6.4 ","0.0 ","0.0 ","0.0 "
,"4회 이상","3 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
;



"<표 9> 제주 여행시 필요정보(1순위)"
"(단위 : % )"

;[200]
"　",,"응답자수","방문지 정보 (개장시간, 입장료, 여행코스 등)","이동 거리 및 교통편","음식 및 맛집 정보","쇼핑 장소","숙박시설"
"[전체]",,"611 ","48.2 ","15.0 ","13.0 ","7.3 ","1.3 "
"거주국","일본","164 ","19.6 ","30.9 ","18.5 ","14.3 ","0.6 "
,"중국","4 ","43.8 ","31.5 ","12.3 ","0.0 ","0.0 "
,"아시아 기타","120 ","77.8 ","4.3 ","6.0 ","2.6 ","4.0 "
,"서구권","322 ","51.8 ","10.6 ","12.9 ","5.6 ","0.6 "
"성별","남자","282 ","58.3 ","9.7 ","11.2 ","4.9 ","2.2 "
,"여자","329 ","39.5 ","19.5 ","14.7 ","9.4 ","0.5 "
"연령","15-20세","10 ","35.2 ","27.7 ","14.5 ","12.6 ","5.0 "
,"21-30세","65 ","54.9 ","11.8 ","19.2 ","2.4 ","0.0 "
,"31-40세","92 ","66.5 ","8.4 ","13.8 ","2.4 ","0.5 "
,"41-50세","59 ","33.6 ","17.0 ","13.8 ","11.1 ","8.0 "
,"51-60세","146 ","49.0 ","14.3 ","11.5 ","8.0 ","0.7 "
,"61세 이상","239 ","43.1 ","17.7 ","11.8 ","9.0 ","0.4 "
"방문횟수","1회","546 ","47.9 ","15.0 ","13.3 ","7.2 ","1.3 "
,"2회","51 ","54.9 ","11.0 ","10.0 ","9.1 ","0.0 "
,"3회","10 ","34.5 ","26.7 ","18.2 ","6.9 ","0.0 "
,"4회 이상","4 ","41.6 ","26.7 ","0.0 ","0.0 ","13.7 "
;



"<표 9> 제주 여행시 필요정보(1순위)"
"(단위 : % )"

;[201]
"　",,"응답자수","지역 축제 및 행사정보","역사/문화유적/전통문화 체험 관련 정보","금융 정보 (ATM, 환전소 등)","무료 WI-FI","기타"
"[전체]",,"611 ","0.8 ","9.7 ","0.6 ","3.4 ","0.7 "
"거주국","일본","164 ","0.7 ","7.9 ","0.6 ","4.8 ","2.0 "
,"중국","4 ","0.0 ","12.3 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","120 ","0.0 ","5.5 ","0.0 ","0.0 ","0.0 "
,"서구권","322 ","1.1 ","12.2 ","0.8 ","4.1 ","0.3 "
"성별","남자","282 ","0.2 ","9.9 ","0.9 ","2.2 ","0.5 "
,"여자","329 ","1.3 ","9.5 ","0.3 ","4.5 ","0.9 "
"연령","15-20세","10 ","0.0 ","5.0 ","0.0 ","0.0 ","0.0 "
,"21-30세","65 ","0.0 ","5.4 ","3.1 ","3.3 ","0.0 "
,"31-40세","92 ","0.0 ","4.7 ","0.0 ","3.6 ","0.0 "
,"41-50세","59 ","0.0 ","10.1 ","0.0 ","6.3 ","0.0 "
,"51-60세","146 ","2.1 ","11.7 ","0.0 ","1.9 ","0.8 "
,"61세 이상","239 ","0.7 ","11.6 ","0.6 ","3.8 ","1.3 "
"방문횟수","1회","546 ","0.9 ","10.6 ","0.5 ","2.7 ","0.5 "
,"2회","51 ","0.0 ","1.3 ","1.0 ","11.8 ","1.0 "
,"3회","10 ","0.0 ","6.9 ","0.0 ","0.0 ","6.9 "
,"4회 이상","4 ","0.0 ","0.0 ","0.0 ","0.0 ","18.0 "
;



"<표 9> 제주 여행시 필요정보(2순위)"
"(단위 : % )"

;[202]
"　",,"응답자수","방문지 정보 (개장시간, 입장료, 여행코스 등)","이동 거리 및 교통편","음식 및 맛집 정보","쇼핑 장소","숙박시설"
"[전체]",,"534 ","8.6 ","27.7 ","16.6 ","16.7 ","0.9 "
"거주국","일본","134 ","9.2 ","30.6 ","12.6 ","30.1 ","0.4 "
,"중국","4 ","0.0 ","56.2 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","109 ","1.2 ","25.6 ","26.6 ","12.9 ","1.2 "
,"서구권","287 ","11.2 ","26.7 ","14.9 ","12.0 ","1.0 "
"성별","남자","240 ","5.2 ","28.9 ","16.7 ","13.2 ","1.8 "
,"여자","295 ","11.3 ","26.7 ","16.5 ","19.5 ","0.2 "
"연령","15-20세","10 ","5.0 ","15.1 ","17.6 ","19.5 ","12.6 "
,"21-30세","62 ","1.1 ","19.4 ","40.6 ","21.2 ","3.2 "
,"31-40세","85 ","3.8 ","38.3 ","12.2 ","8.4 ","1.7 "
,"41-50세","56 ","21.5 ","31.2 ","12.7 ","11.0 ","0.0 "
,"51-60세","128 ","11.0 ","20.6 ","12.0 ","18.3 ","0.0 "
,"61세 이상","193 ","7.9 ","30.0 ","15.0 ","19.2 ","0.0 "
"방문횟수","1회","473 ","9.1 ","28.7 ","12.8 ","16.6 ","1.0 "
,"2회","49 ","4.8 ","20.0 ","53.1 ","13.9 ","0.0 "
,"3회","10 ","5.1 ","12.0 ","11.0 ","33.5 ","0.0 "
,"4회 이상","3 ","0.0 ","41.2 ","39.4 ","19.4 ","0.0 "
;



"<표 9> 제주 여행시 필요정보(2순위)"
"(단위 : % )"

;[203]
"　",,"응답자수","지역 축제 및 행사정보","역사/문화유적/전통문화 체험 관련 정보","금융 정보 (ATM, 환전소 등)","무료 WI-FI","기타"
"[전체]",,"534 ","1.5 ","18.9 ","2.8 ","5.7 ","0.7 "
"거주국","일본","134 ","2.9 ","7.6 ","3.1 ","3.2 ","0.4 "
,"중국","4 ","0.0 ","12.3 ","0.0 ","31.5 ","0.0 "
,"아시아 기타","109 ","0.0 ","28.6 ","0.0 ","4.0 ","0.0 "
,"서구권","287 ","1.4 ","20.7 ","3.8 ","7.1 ","1.1 "
"성별","남자","240 ","1.6 ","22.1 ","3.0 ","6.5 ","1.1 "
,"여자","295 ","1.4 ","16.4 ","2.6 ","5.0 ","0.3 "
"연령","15-20세","10 ","5.0 ","20.1 ","5.0 ","0.0 ","0.0 "
,"21-30세","62 ","0.0 ","6.5 ","1.1 ","6.9 ","0.0 "
,"31-40세","85 ","0.8 ","29.5 ","3.7 ","1.5 ","0.0 "
,"41-50세","56 ","4.2 ","13.1 ","2.1 ","3.2 ","0.9 "
,"51-60세","128 ","3.1 ","24.6 ","1.6 ","8.9 ","0.0 "
,"61세 이상","193 ","0.3 ","16.2 ","3.9 ","6.1 ","1.6 "
"방문횟수","1회","473 ","1.7 ","20.2 ","3.2 ","6.0 ","0.8 "
,"2회","49 ","0.0 ","8.2 ","0.0 ","0.0 ","0.0 "
,"3회","10 ","0.0 ","18.5 ","0.0 ","20.0 ","0.0 "
,"4회 이상","3 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
;



"<표 10> 동반자인원(본인포함)"
"(단위 : %, 명 )"

;[204]
"　",,"응답자수","1명","2명","3명","4명","5명","6명"
"[전체]",,"611 ","4.8 ","56.9 ","7.2 ","14.0 ","7.3 ","1.6 "
"거주국","일본","164 ","4.8 ","65.3 ","14.2 ","11.5 ","2.3 ","0.0 "
,"중국","4 ","31.5 ","56.2 ","0.0 ","12.3 ","0.0 ","0.0 "
,"아시아 기타","120 ","7.4 ","28.4 ","2.1 ","15.2 ","27.2 ","0.0 "
,"서구권","322 ","3.5 ","63.3 ","5.6 ","14.8 ","2.6 ","3.1 "
"성별","남자","282 ","5.0 ","58.4 ","5.2 ","11.8 ","8.5 ","0.7 "
,"여자","329 ","4.6 ","55.7 ","9.0 ","15.9 ","6.3 ","2.4 "
"연령","15-20세","10 ","0.0 ","10.0 ","10.0 ","47.8 ","5.0 ","14.5 "
,"21-30세","65 ","6.0 ","52.2 ","8.3 ","15.0 ","0.0 ","0.0 "
,"31-40세","92 ","1.1 ","39.9 ","4.7 ","7.8 ","38.6 ","2.2 "
,"41-50세","59 ","5.9 ","55.5 ","12.0 ","15.1 ","1.7 ","0.0 "
,"51-60세","146 ","5.1 ","58.6 ","8.9 ","14.8 ","4.6 ","1.4 "
,"61세 이상","239 ","5.7 ","66.1 ","5.6 ","13.9 ","0.4 ","1.9 "
"방문횟수","1회","546 ","4.8 ","55.7 ","7.8 ","14.6 ","7.9 ","1.1 "
,"2회","51 ","2.3 ","67.3 ","3.2 ","8.2 ","2.9 ","7.9 "
,"3회","10 ","0.0 ","73.7 ","0.0 ","13.2 ","0.0 ","0.0 "
,"4회 이상","4 ","45.2 ","54.8 ","0.0 ","0.0 ","0.0 ","0.0 "
;




"<표 10> 동반자인원(본인포함)"
"(단위 : % ,명)"

;[205]
"　",,"응답자수","7명","8명","9명","10명","11명 이상","[평균]"
"[전체]",,"611 ","1.6 ","1.3 ","0.8 ","0.4 ","4.0 ","3.56 "
"거주국","일본","164 ","1.4 ","0.4 ","0.0 ","0.0 ","0.0 ","2.49 "
,"중국","4 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","1.93 "
,"아시아 기타","120 ","1.9 ","0.4 ","0.0 ","0.4 ","16.9 ","6.25 "
,"서구권","322 ","1.5 ","2.1 ","1.6 ","0.6 ","1.2 ","3.13 "
"성별","남자","282 ","1.8 ","1.4 ","0.9 ","0.7 ","5.5 ","3.87 "
,"여자","329 ","1.4 ","1.1 ","0.8 ","0.2 ","2.7 ","3.30 "
"연령","15-20세","10 ","0.0 ","0.0 ","0.0 ","0.0 ","12.6 ","6.31 "
,"21-30세","65 ","6.5 ","2.3 ","0.0 ","1.6 ","8.2 ","5.19 "
,"31-40세","92 ","0.0 ","0.0 ","0.0 ","0.0 ","5.7 ","4.38 "
,"41-50세","59 ","0.9 ","0.0 ","0.0 ","0.0 ","8.9 ","3.78 "
,"51-60세","146 ","1.0 ","1.0 ","0.0 ","0.0 ","4.6 ","3.34 "
,"61세 이상","239 ","1.4 ","2.0 ","2.2 ","0.6 ","0.2 ","2.78 "
"방문횟수","1회","546 ","1.1 ","1.3 ","1.0 ","0.2 ","4.4 ","3.64 "
,"2회","51 ","4.2 ","1.0 ","0.0 ","2.9 ","0.0 ","3.08 "
,"3회","10 ","13.2 ","0.0 ","0.0 ","0.0 ","0.0 ","2.92 "
,"4회 이상","4 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 ","1.55 "
;




"<표 10-1> 동반자 유형(복수응답)"
"(단위 : % )"

;[206]
"　",,"응답자수","혼자왔음","가족/친지","친구/연인","직장동료","기타"
"[전체]",,"611 ","4.8 ","70.0 ","24.6 ","2.3 ","0.8 "
"거주국","일본","164 ","4.8 ","72.8 ","22.0 ","0.6 ","0.7 "
,"중국","4 ","31.5 ","56.2 ","12.3 ","0.0 ","0.0 "
,"아시아 기타","120 ","7.4 ","55.5 ","30.0 ","8.3 ","0.0 "
,"서구권","322 ","3.5 ","74.1 ","24.1 ","0.9 ","1.2 "
"성별","남자","282 ","5.0 ","65.1 ","27.1 ","3.7 ","0.9 "
,"여자","329 ","4.6 ","74.2 ","22.5 ","1.1 ","0.8 "
"연령","15-20세","10 ","0.0 ","95.0 ","10.0 ","0.0 ","0.0 "
,"21-30세","65 ","6.0 ","39.1 ","40.1 ","14.8 ","0.8 "
,"31-40세","92 ","1.1 ","76.4 ","20.5 ","2.0 ","0.0 "
,"41-50세","59 ","5.9 ","65.8 ","26.2 ","4.3 ","0.0 "
,"51-60세","146 ","5.1 ","73.9 ","22.2 ","0.0 ","1.4 "
,"61세 이상","239 ","5.7 ","73.5 ","23.7 ","0.0 ","1.1 "
"방문횟수","1회","546 ","4.8 ","73.6 ","21.6 ","1.7 ","0.9 "
,"2회","51 ","2.3 ","36.9 ","57.9 ","3.9 ","0.0 "
,"3회","10 ","0.0 ","58.2 ","15.5 ","26.3 ","0.0 "
,"4회 이상","4 ","45.2 ","28.1 ","26.7 ","0.0 ","0.0 "
;




"<표 10-2> 동반인원(15세 미만)"
"(단위 : % ,명)"

;[207]
"　",,"응답자수","0명","1명","2명","7명","[평균]"
"[전체]",,"581 ","95.5 ","2.7 ","1.6 ","0.2 ","0.07 "
"거주국","일본","157 ","96.5 ","2.8 ","0.6 ","0.0 ","0.04 "
,"중국","3 ","100.0 ","0.0 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","111 ","94.6 ","0.0 ","4.3 ","1.2 ","0.17 "
,"서구권","311 ","95.3 ","3.6 ","1.1 ","0.0 ","0.06 "
"성별","남자","268 ","95.5 ","1.1 ","2.9 ","0.5 ","0.10 "
,"여자","313 ","95.5 ","4.0 ","0.5 ","0.0 ","0.05 "
"연령","15-20세","10 ","57.8 ","24.5 ","5.0 ","12.6 ","1.23 "
,"21-30세","61 ","83.8 ","7.5 ","8.7 ","0.0 ","0.25 "
,"31-40세","91 ","98.1 ","1.3 ","0.6 ","0.0 ","0.02 "
,"41-50세","56 ","92.7 ","4.7 ","2.6 ","0.0 ","0.10 "
,"51-60세","138 ","97.0 ","2.3 ","0.7 ","0.0 ","0.04 "
,"61세 이상","225 ","99.1 ","0.7 ","0.2 ","0.0 ","0.01 "
"방문횟수","1회","520 ","95.0 ","3.0 ","1.8 ","0.2 ","0.08 "
,"2회","50 ","100.0 ","0.0 ","0.0 ","0.0 ","0.00 "
,"3회","10 ","100.0 ","0.0 ","0.0 ","0.0 ","0.00 "
,"4회 이상","2 ","100.0 ","0.0 ","0.0 ","0.0 ","0.00 "
;

"<표 11> 제주여행 체류시간"
"(단위 : % )"

;[208]
"　",,"응답자수","1시간 이내","1-2시간 이내","2-3시간 이내","3-4시간 이내","4-5시간 이내","5-6시간 이내"
"[전체]",,"611 ","0.4 ","1.0 ","10.9 ","17.5 ","34.1 ","15.4 "
"거주국","일본","164 ","0.0 ","2.1 ","12.1 ","24.5 ","30.7 ","12.9 "
,"중국","4 ","0.0 ","0.0 ","0.0 ","43.8 ","0.0 ","31.5 "
,"아시아 기타","120 ","0.0 ","2.1 ","20.1 ","14.8 ","35.3 ","22.6 "
,"서구권","322 ","0.8 ","0.0 ","7.0 ","14.7 ","35.8 ","13.8 "
"성별","남자","282 ","0.9 ","1.3 ","13.5 ","16.1 ","31.2 ","19.2 "
,"여자","329 ","0.0 ","0.7 ","8.8 ","18.8 ","36.6 ","12.1 "
"연령","15-20세","10 ","0.0 ","0.0 ","0.0 ","0.0 ","22.7 ","35.2 "
,"21-30세","65 ","0.0 ","1.5 ","36.4 ","26.9 ","13.7 ","6.7 "
,"31-40세","92 ","0.0 ","0.7 ","16.9 ","9.2 ","30.9 ","26.8 "
,"41-50세","59 ","4.4 ","0.0 ","4.0 ","15.8 ","34.4 ","20.4 "
,"51-60세","146 ","0.0 ","1.3 ","5.2 ","17.4 ","38.7 ","9.8 "
,"61세 이상","239 ","0.0 ","1.0 ","7.4 ","19.5 ","38.5 ","14.6 "
"방문횟수","1회","546 ","0.5 ","1.1 ","6.2 ","18.1 ","36.5 ","16.1 "
,"2회","51 ","0.0 ","0.0 ","53.7 ","9.9 ","13.7 ","8.1 "
,"3회","10 ","0.0 ","0.0 ","46.7 ","23.9 ","19.2 ","10.2 "
,"4회 이상","4 ","0.0 ","0.0 ","18.0 ","27.3 ","0.0 ","28.1 "
;

"<표 11> 제주여행 체류시간"
"(단위 : % )"

;[209]
"　",,"응답자수","6-7시간 이내","7-8시간 이내","8-9시간 이내","9시간이상","[평균]"
"[전체]",,"611 ","10.8 ","5.6 ","3.1 ","1.2 ","262.0 "
"거주국","일본","164 ","9.8 ","4.6 ","1.8 ","1.5 ","250.6 "
,"중국","4 ","0.0 ","0.0 ","24.7 ","0.0 ","291.9 "
,"아시아 기타","120 ","2.1 ","1.5 ","1.1 ","0.4 ","227.0 "
,"서구권","322 ","14.6 ","7.6 ","4.2 ","1.4 ","280.5 "
"성별","남자","282 ","7.8 ","6.5 ","1.9 ","1.6 ","256.9 "
,"여자","329 ","13.3 ","4.8 ","4.1 ","0.9 ","266.4 "
"연령","15-20세","10 ","32.1 ","10.0 ","0.0 ","0.0 ","327.8 "
,"21-30세","65 ","8.6 ","4.6 ","0.8 ","0.8 ","207.1 "
,"31-40세","92 ","3.3 ","9.5 ","2.7 ","0.0 ","258.1 "
,"41-50세","59 ","16.6 ","2.6 ","1.7 ","0.0 ","260.0 "
