












;[1]
"　",,"응답자수","비율"
"[전체]",,"6,181","100.0"
"거주지","서울특별시","1,467","23.7"
,"부산광역시","724","11.7"
,"대구광역시","538","8.7"
,"인천광역시","375","6.1"
,"광주광역시","215","3.5"
,"대전광역시","185","3.0"
,"울산광역시","187","3.0"
,"세종자치시","34","0.5"
,"경기도","1,284","20.8"
,"강원도","99","1.6"
,"충청도","262","4.2"
,"전라도","385","6.2"
,"경상도","416","6.7"
,"기타 지역","11","0.2"
"성별","남자","2,600","42.1"
,"여자","3,581","57.9"
"연령","15세 - 20세","127","2.1"
,"21세 - 30세","1,412","22.9"
,"31세 - 40세","1,518","24.6"
,"41세 - 50세","1,250","20.2"
,"51세 - 60세","1,371","22.2"
,"61세 이상","503","8.1"
"방문목적","휴가 및 순수여행","5,571","90.1"
,"비즈니스여행","405","6.6"
,"기타여행","204","3.3"
"여행형태","개별여행","5,884","95.2"
,"패키지여행","248","4.0"
,"부분패키지여행","49","0.8"
"방문횟수","1회","1,934","31.3"
,"2회","2,483","40.2"
,"3회","813","13.2"
,"4회 이상","951","15.4"
;




;[2]
"　",,"응답자수","1일","2일","3일","4일","5일","6일"
"거주지","일본권","304","0.0 ","1.7 ","28.2 ","52.5 ","17.6 "
,"중국권","2,249","0.0 ","0.4 ","14.1 ","59.4 ","26.0 "
,"중화권","261","0.0 ","0.9 ","23.3 ","59.0 ","16.9 "
,"동남아권","620","0.0 ","0.2 ","18.7 ","55.5 ","25.6 "
,"북미권","83","0.0 ","0.0 ","9.8 ","64.6 ","25.6 "
,"기타","399","0.0 ","0.2 ","19.4 ","61.0 ","19.4 "
"성별","남자","1,061","0.0 ","1.0 ","22.9 ","52.9 ","23.1 "
,"여자","2,855","0.0 ","0.3 ","14.8 ","60.6 ","24.3 "
"연령","15세 - 20세","153","0.0 ","2.4 ","12.6 ","62.5 ","22.5 "
,"21세 - 30세","2,152","0.0 ","0.4 ","16.3 ","57.0 ","26.3 "
,"31세 - 40세","1,101","0.0 ","0.2 ","17.0 ","60.3 ","22.4 "
,"41세 - 50세","293","0.0 ","0.7 ","21.7 ","58.1 ","19.5 "
,"51세 - 60세","154","0.0 ","1.4 ","23.3 ","62.2 ","13.1 "
,"61세 이상","63","0.0 ","0.7 ","14.1 ","60.6 ","24.6 "
"방문목적","휴가 및 순수여행","3,419","0.0 ","0.5 ","16.5 ","59.0 ","24.0 "
,"비즈니스여행","136","0.0 ","0.2 ","20.1 ","43.8 ","35.9 "
,"기타","360","0.0 ","0.5 ","20.1 ","59.6 ","19.9 "
"여행형태","개별여행","3,399","0.0 ","0.5 ","16.4 ","59.0 ","24.2 "
,"완전 패키지여행","423","0.0 ","0.2 ","19.1 ","57.0 ","23.6 "
,"부분 패키지여행","93","0.0 ","1.5 ","30.0 ","48.2 ","20.2 "
"방문횟수","1회","2,629","0.0 ","0.6 ","18.6 ","58.3 ","22.5 "
,"2회","527","0.0 ","0.3 ","14.0 ","57.8 ","27.9 "
,"3회","277","0.0 ","0.2 ","10.1 ","62.2 ","27.5 "
,"4회 이상","483","0.0 ","0.4 ","15.5 ","58.0 ","26.1 "
;



;[179]
"　제주이미지(여행후)",,"응답자수","매우 나빠졌다","나빠졌다","보통","좋아졌다","매우 좋아졌다"
"[전체]",,"3,916","0.1 ","0.7 ","17.5 ","52.0 ","29.6 "
"거주지","일본권","304","0.2 ","1.7 ","18.7 ","42.6 ","36.9 "
,"중국권","2,249","0.2 ","0.8 ","19.8 ","52.9 ","26.3 "
,"중화권","261","0.1 ","0.7 ","17.3 ","58.8 ","23.1 "
,"동남아권","620","0.1 ","0.4 ","12.1 ","54.1 ","33.2 "
,"북미권","83","0.0 ","0.0 ","7.4 ","64.5 ","28.1 "
,"기타","399","0.0 ","0.0 ","14.2 ","44.1 ","41.6 "
"성별","남자","1,061","0.1 ","0.5 ","15.9 ","53.6 ","29.9 "
,"여자","2,855","0.1 ","0.8 ","18.1 ","51.4 ","29.5 "
"연령","15세 - 20세","153","0.5 ","0.3 ","13.7 ","48.7 ","36.8 "
,"21세 - 30세","2,152","0.2 ","0.8 ","19.2 ","51.3 ","28.6 "
,"31세 - 40세","1,101","0.0 ","0.7 ","15.6 ","52.3 ","31.5 "
,"41세 - 50세","293","0.0 ","0.7 ","16.5 ","50.5 ","32.4 "
,"51세 - 60세","154","0.3 ","0.3 ","16.2 ","64.2 ","19.0 "
,"61세 이상","63","0.0 ","1.7 ","11.0 ","59.3 ","28.1 "
"방문목적","휴가 및 순수여행","3,419","0.1 ","0.8 ","17.2 ","52.5 ","29.4 "
,"비즈니스여행","136","0.0 ","0.2 ","13.1 ","43.0 ","43.8 "
,"기타","360","0.4 ","0.4 ","22.3 ","50.6 ","26.3 "
"여행형태","개별여행","3,399","0.2 ","0.7 ","18.1 ","52.1 ","28.9 "
,"완전 패키지여행","423","0.0 ","0.5 ","10.7 ","53.8 ","35.0 "
,"부분 패키지여행","93","0.0 ","1.0 ","27.7 ","41.6 ","29.8 "
"방문횟수","1회","2,629","0.2 ","0.9 ","17.2 ","51.5 ","30.2 "
,"2회","527","0.0 ","0.4 ","18.5 ","50.8 ","30.3 "
,"3회","277","0.0 ","0.3 ","15.2 ","56.3 ","28.2 "
,"4회 이상","483","0.3 ","0.4 ","19.1 ","53.9 ","26.2 "
;






"<표 1> 응답자 특성"
"(단위 : % )"

;[180]
"　",,"응답자수","비율"
"[전체]",,"611 ","100.0 "
"분기별","1분기","80 ","13.1 "
,"2분기","177 ","29.0 "
,"3분기","89 ","14.5 "
,"4분기","265 ","43.4 "
"거주국","일본","164 ","26.9 "
,"중국","4 ","0.6 "
,"아시아 기타","120 ","19.6 "
,"서구권","322 ","52.8 "
"성별","남자","282 ","46.2 "
,"여자","329 ","53.8 "
"연령","15-20세","10 ","1.7 "
,"21-30세","65 ","10.6 "
,"31-40세","92 ","15.1 "
,"41-50세","59 ","9.7 "
,"51-60세","146 ","23.9 "
,"61세 이상","239 ","39.1 "
"방문횟수","1회","546 ","89.4 "
,"2회","51 ","8.4 "
,"3회","10 ","1.6 "
,"4회 이상","4 ","0.6 "
;



"<표 2> 크루즈 여행횟수"
"(단위: % )"

;[181]
"　",,"응답자수","1회","2회","3회","4회 이상","[평균]"
"[전체]",,"611 ","27.7 ","10.3 ","14.4 ","47.5 ","4.83 "
"거주국","일본","164 ","43.4 ","12.7 ","13.0 ","30.9 ","3.51 "
,"중국","4 ","43.8 ","0.0 ","0.0 ","56.2 ","5.93 "
,"아시아 기타","120 ","38.2 ","12.4 ","26.6 ","22.8 ","2.46 "
,"서구권","322 ","15.6 ","8.5 ","10.8 ","65.1 ","6.37 "
"성별","남자","282 ","23.2 ","10.6 ","19.3 ","46.9 ","4.74 "
,"여자","329 ","31.5 ","10.1 ","10.3 ","48.1 ","4.91 "
"연령","15-20세","10 ","37.2 ","10.0 ","12.6 ","40.2 ","5.27 "
,"21-30세","65 ","37.4 ","13.2 ","26.8 ","22.6 ","3.15 "
,"31-40세","92 ","40.3 ","6.1 ","15.4 ","38.3 ","3.57 "
,"41-50세","59 ","37.8 ","23.4 ","14.8 ","24.0 ","3.18 "
,"51-60세","146 ","27.4 ","6.6 ","10.9 ","55.2 ","4.86 "
,"61세 이상","239 ","17.5 ","10.3 ","12.9 ","59.3 ","6.14 "
"방문횟수","1회","546 ","31.0 ","9.9 ","12.0 ","47.1 ","4.66 "
,"2회","51 ","0.0 ","17.5 ","40.6 ","41.9 ","5.57 "
,"3회","10 ","0.0 ","0.0 ","18.5 ","81.5 ","8.77 "
,"4회 이상","4 ","0.0 ","0.0 ","0.0 ","100.0 ","9.16 "
;



"<표 3> 제주기항 방문횟수"
"(단위: % )"

;[182]
"　",,"응답자수","1회","2회","3회","4회 이상","[평균]"
"[전체]",,"611 ","89.4 ","8.4 ","1.6 ","0.6 ","1.14 "
"거주국","일본","164 ","86.5 ","9.4 ","2.5 ","1.6 ","1.23 "
,"중국","4 ","100.0 ","0.0 ","0.0 ","0.0 ","1.00 "
,"아시아 기타","120 ","82.1 ","14.9 ","2.6 ","0.4 ","1.21 "
,"서구권","322 ","93.5 ","5.5 ","0.8 ","0.2 ","1.08 "
"성별","남자","282 ","86.5 ","10.3 ","2.6 ","0.5 ","1.17 "
,"여자","329 ","91.9 ","6.7 ","0.7 ","0.7 ","1.08 "
"연령","15-20세","10 ","100.0 ","0.0 ","0.0 ","0.0 ","1.00 "
,"21-30세","65 ","67.3 ","29.9 ","2.8 ","0.0 ","1.36 "
,"31-40세","92 ","88.6 ","9.5 ","1.4 ","0.6 ","1.14 "
,"41-50세","59 ","99.1 ","0.9 ","0.0 ","0.0 ","1.01 "
,"51-60세","146 ","95.1 ","3.4 ","0.3 ","1.2 ","1.1. "
,"61세 이상","239 ","89.4 ","7.4 ","2.6 ","0.6 ","1.15 "
;



"<표 4> 여행목적(1순위)"
"(단위 : % )"

;[183]
"　",,"응답자수","크루즈 선상에서의 프로그램 및 독특한 경험","기항지에서의 문화 관광","가족/연인과의 친목","기업 단체여행 (인센티브 여행)","기타"
"[전체]",,"611 ","47.7 ","25.6 ","19.4 ","3.7 ","3.6 "
"거주국","일본","164 ","44.1 ","36.3 ","11.6 ","2.4 ","5.6 "
,"중국","4 ","87.7 ","0.0 ","12.3 ","0.0 ","0.0 "
,"아시아 기타","120 ","31.1 ","10.8 ","46.8 ","7.6 ","3.6 "
,"서구권","322 ","55.3 ","25.9 ","13.3 ","3.0 ","2.5 "
"성별","남자","282 ","51.4 ","24.2 ","17.0 ","3.7 ","3.8 "
,"여자","329 ","44.6 ","26.8 ","21.5 ","3.7 ","3.4 "
"연령","15-20세","10 ","22.7 ","20.1 ","29.6 ","17.6 ","10.0 "
,"21-30세","65 ","33.3 ","10.1 ","42.7 ","8.9 ","4.9 "
,"31-40세","92 ","41.1 ","14.2 ","43.5 ","1.3 ","0.0 "
,"41-50세","59 ","61.0 ","19.7 ","10.8 ","4.3 ","4.1 "
,"51-60세","146 ","48.0 ","27.9 ","16.4 ","2.7 ","4.9 "
,"61세 이상","239 ","51.8 ","34.5 ","7.4 ","3.1 ","3.3 "
"방문횟수","1회","546 ","48.7 ","26.3 ","17.8 ","3.9 ","3.2 "
,"2회","51 ","32.4 ","16.7 ","41.6 ","2.9 ","6.5 "
,"3회","10 ","68.6 ","31.4 ","0.0 ","0.0 ","0.0 "
,"4회 이상","4 ","54.8 ","27.3 ","0.0 ","0.0 ","18.0 "
;



"<표 4> 여행목적(2순위)"
"(단위 : % )"

;[184]
"　",,"응답자수","크루즈 선상에서의 프로그램 및 독특한 경험","기항지에서의 문화 관광","가족/연인과의 친목","기업 단체여행 (인센티브 여행)","기타"
"[전체]",,"431 ","22.2 ","42.1 ","21.6 ","6.2 ","7.9 "
"거주국","일본","118 ","24.4 ","39.2 ","31.4 ","0.0 ","5.0 "
,"중국","2 ","22.0 ","56.0 ","0.0 ","0.0 ","22.0 "
,"아시아 기타","84 ","29.5 ","28.0 ","19.6 ","22.2 ","0.6 "
,"서구권","228 ","18.3 ","48.7 ","17.5 ","3.6 ","11.9 "
"성별","남자","210 ","20.5 ","40.2 ","20.8 ","10.5 ","7.9 "
,"여자","222 ","23.7 ","44.0 ","22.3 ","2.2 ","7.8 "
"연령","15-20세","9 ","23.7 ","40.7 ","29.7 ","5.9 ","0.0 "
,"21-30세","53 ","12.0 ","34.7 ","19.6 ","33.7 ","0.0 "
,"31-40세","52 ","38.5 ","29.2 ","14.5 ","10.1 ","7.7 "
,"41-50세","51 ","25.4 ","43.1 ","26.6 ","0.0 ","5.0 "
,"51-60세","105 ","24.2 ","48.1 ","21.5 ","0.5 ","5.7 "
,"61세 이상","161 ","17.8 ","44.6 ","22.6 ","1.7 ","13.2 "
"방문횟수","1회","374 ","23.6 ","45.0 ","20.6 ","1.7 ","9.1 "
,"2회","45 ","10.9 ","20.7 ","23.9 ","44.5 ","0.0 "
,"3회","9 ","13.0 ","38.6 ","42.7 ","5.6 ","0.0 "
,"4회 이상","3 ","36.8 ","15.4 ","47.8 ","0.0 ","0.0 "
;



"<표 5> 제주여행 고려 요인(1순위)"
"(단위 : % )"

;[185]
"　",,"응답자수","자연경관 감상","휴양/휴식","역사/문화유적/전통문화 체험","음식/미식 탐방","쇼핑"
"[전체]",,"611 ","43.9 ","14.8 ","13.0 ","8.7 ","5.4 "
"거주국","일본","164 ","27.7 ","10.7 ","7.5 ","16.6 ","12.7 "
,"중국","4 ","37.0 ","0.0 ","0.0 ","31.5 ","0.0 "
,"아시아 기타","120 ","71.3 ","10.9 ","9.1 ","2.6 ","1.1 "
,"서구권","322 ","42.0 ","18.6 ","17.3 ","6.6 ","3.3 "
"성별","남자","282 ","50.4 ","11.2 ","12.5 ","5.2 ","3.4 "
,"여자","329 ","38.3 ","18.0 ","13.3 ","11.6 ","7.1 "
"연령","15-20세","10 ","40.2 ","0.0 ","47.2 ","0.0 ","12.6 "
,"21-30세","65 ","55.5 ","17.3 ","3.9 ","12.8 ","2.9 "
,"31-40세","92 ","55.1 ","8.5 ","2.4 ","8.8 ","8.7 "
,"41-50세","59 ","57.7 ","4.6 ","18.7 ","6.6 ","2.3 "
,"51-60세","146 ","41.4 ","21.2 ","18.2 ","3.5 ","3.8 "
,"61세 이상","239 ","34.6 ","15.9 ","13.4 ","11.5 ","6.2 "
"방문횟수","1회","546 ","43.2 ","14.6 ","14.4 ","8.2 ","5.3 "
,"2회","51 ","54.3 ","16.4 ","1.0 ","12.0 ","7.4 "
,"3회","10 ","19.2 ","17.3 ","0.0 ","18.6 ","0.0 "
,"4회 이상","4 ","55.3 ","13.4 ","0.0 ","0.0 ","0.0 "
;



"<표 5> 제주여행 고려 요인(1순위)"
"(단위 : % )"

;[186]
"　",,"응답자수","여행비용","자국과의 이동 거리","안전 및 치안","숙박/교통 등 관광편리성","기타"
"[전체]",,"611 ","1.5 ","2.8 ","0.8 ","2.8 ","6.5 "
"거주국","일본","164 ","5.4 ","6.5 ","0.3 ","2.5 ","10.2 "
,"중국","4 ","0.0 ","0.0 ","0.0 ","31.5 ","0.0 "
,"아시아 기타","120 ","0.0 ","1.1 ","0.0 ","0.0 ","4.0 "
,"서구권","322 ","0.0 ","1.6 ","1.3 ","3.7 ","5.7 "
"성별","남자","282 ","1.5 ","4.1 ","1.6 ","3.1 ","7.0 "
,"여자","329 ","1.5 ","1.7 ","0.0 ","2.6 ","6.1 "
"연령","15-20세","10 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
,"21-30세","65 ","0.0 ","1.0 ","0.0 ","1.9 ","4.8 "
,"31-40세","92 ","0.0 ","4.3 ","2.8 ","0.0 ","9.5 "
,"41-50세","59 ","0.0 ","0.9 ","1.7 ","3.1 ","4.4 "
,"51-60세","146 ","0.3 ","0.7 ","0.0 ","7.5 ","3.4 "
,"61세 이상","239 ","3.5 ","4.6 ","0.4 ","1.3 ","8.5 "
"방문횟수","1회","546 ","1.3 ","2.1 ","0.8 ","2.9 ","7.0 "
,"2회","51 ","3.6 ","2.3 ","0.0 ","2.0 ","1.0 "
,"3회","10 ","0.0 ","44.9 ","0.0 ","0.0 ","0.0 "
,"4회 이상","4 ","0.0 ","0.0 ","0.0 ","0.0 ","31.3 "
;



"<표 5> 제주여행 고려 요인(2순위)"
"(단위 : % )"

;[187]
"　",,"응답자수","자연경관 감상","휴양/휴식","역사/문화유적/전통문화 체험","음식/미식 탐방","쇼핑"
"[전체]",,"500 ","13.5 ","25.2 ","22.8 ","8.5 ","11.2 "
"거주국","일본","133 ","19.5 ","14.7 ","8.5 ","14.4 ","16.3 "
,"중국","3 ","0.0 ","14.1 ","35.9 ","35.9 ","0.0 "
,"아시아 기타","94 ","1.4 ","28.3 ","28.4 ","6.5 ","13.5 "
,"서구권","269 ","14.9 ","29.4 ","27.8 ","5.9 ","8.0 "
"성별","남자","218 ","7.9 ","32.2 ","24.0 ","8.5 ","9.3 "
,"여자","282 ","17.8 ","19.8 ","21.9 ","8.5 ","12.6 "
"연령","15-20세","10 ","19.5 ","15.1 ","15.1 ","5.0 ","22.7 "
,"21-30세","57 ","9.3 ","47.8 ","12.3 ","8.9 ","13.7 "
,"31-40세","61 ","9.3 ","7.4 ","44.4 ","9.3 ","6.2 "
,"41-50세","57 ","8.4 ","16.0 ","26.0 ","7.8 ","13.1 "
,"51-60세","126 ","14.0 ","24.3 ","21.1 ","8.8 ","8.8 "
,"61세 이상","189 ","17.0 ","28.1 ","19.7 ","8.2 ","12.3 "
"방문횟수","1회","443 ","14.2 ","23.3 ","24.7 ","9.2 ","9.7 "
,"2회","44 ","6.4 ","46.4 ","6.8 ","3.8 ","20.3 "
,"3회","10 ","12.0 ","19.2 ","5.3 ","0.0 ","39.8 "
,"4회 이상","3 ","16.3 ","17.5 ","33.2 ","0.0 ","0.0 "
;



"<표 5> 제주여행 고려 요인(2순위)"
"(단위 : % )"

;[188]
"　",,"응답자수","여행비용","자국과의 이동 거리","안전 및 치안","숙박/교통 등 관광편리성","기타"
"[전체]",,"500 ","7.4 ","3.2 ","3.4 ","3.9 ","0.8 "
"거주국","일본","133 ","12.1 ","6.9 ","4.6 ","2.0 ","0.9 "
,"중국","3 ","0.0 ","14.1 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","94 ","11.5 ","1.4 ","2.7 ","6.4 ","0.0 "
,"서구권","269 ","3.8 ","1.9 ","3.2 ","4.0 ","1.1 "
"성별","남자","218 ","6.3 ","2.5 ","4.9 ","3.4 ","1.1 "
,"여자","282 ","8.3 ","3.8 ","2.3 ","4.3 ","0.6 "
"연령","15-20세","10 ","12.6 ","10.0 ","0.0 ","0.0 ","0.0 "
,"21-30세","57 ","3.2 ","2.3 ","2.6 ","0.0 ","0.0 "
,"31-40세","61 ","7.5 ","1.6 ","6.5 ","7.8 ","0.0 "
,"41-50세","57 ","14.3 ","5.4 ","5.5 ","3.5 ","0.0 "
,"51-60세","126 ","9.9 ","2.8 ","2.8 ","5.9 ","1.6 "
,"61세 이상","189 ","4.7 ","3.3 ","2.7 ","2.8 ","1.2 "
"방문횟수","1회","443 ","7.7 ","3.2 ","2.9 ","4.3 ","0.8 "
,"2회","44 ","6.0 ","4.2 ","4.5 ","0.0 ","1.5 "
,"3회","10 ","5.1 ","0.0 ","18.6 ","0.0 ","0.0 "
,"4회 이상","3 ","0.0 ","0.0 ","16.3 ","16.7 ","0.0 "
;



"<표 6> 크루즈 여행상품 구입경로"
"(단위 : % )"

;[189]
"　",,"응답자수","크루즈 선사","여행사","기타"
"[전체]",,"611 ","35.9 ","61.7 ","2.4 "
"거주국","일본","164 ","31.3 ","67.6 ","1.1 "
,"중국","4 ","56.2 ","43.8 ","0.0 "
,"아시아 기타","120 ","15.3 ","84.7 ","0.0 "
,"서구권","322 ","45.6 ","50.4 ","4.0 "
"성별","남자","282 ","39.1 ","57.7 ","3.2 "
,"여자","329 ","33.1 ","65.1 ","1.8 "
"연령","15-20세","10 ","20.1 ","79.9 ","0.0 "
,"21-30세","65 ","29.8 ","65.6 ","4.6 "
,"31-40세","92 ","33.2 ","66.8 ","0.0 "
,"41-50세","59 ","39.9 ","57.6 ","2.5 "
,"51-60세","146 ","33.9 ","62.3 ","3.8 "
,"61세 이상","239 ","39.4 ","58.5 ","2.1 "
"방문횟수","1회","546 ","36.9 ","60.6 ","2.5 "
,"2회","51 ","23.7 ","74.0 ","2.3 "
,"3회","10 ","38.5 ","61.5 ","0.0 "
,"4회 이상","4 ","41.6 ","58.4 ","0.0 "
;




"<표 7> 제주여행 정보 습득경로(1순위)"
"(단위 : % )"

;[190]
"　",,"응답자수","자국의 인터넷 사이트/앱","한국의 여행관련 사이트/앱","자국 여행사 (오프라인)","관광안내책자","친지, 친구, 동료","현지 한국 공공기관 및 박람회"
"[전체]",,"611 ","43.7 ","3.1 ","12.2 ","11.5 ","14.5 ","1.5 "
"거주국","일본","164 ","35.1 ","1.5 ","12.0 ","12.7 ","14.9 ","1.9 "
,"중국","4 ","43.8 ","0.0 ","0.0 ","0.0 ","24.7 ","0.0 "
,"아시아 기타","120 ","51.9 ","0.0 ","12.5 ","6.3 ","24.1 ","4.0 "
,"서구권","322 ","45.0 ","5.0 ","12.4 ","12.9 ","10.5 ","0.5 "
"성별","남자","282 ","39.8 ","2.6 ","14.4 ","12.3 ","16.1 ","2.2 "
,"여자","329 ","47.0 ","3.5 ","10.3 ","10.8 ","13.1 ","1.0 "
"연령","15-20세","10 ","52.2 ","0.0 ","17.6 ","15.1 ","5.0 ","5.0 "
,"21-30세","65 ","64.2 ","0.8 ","14.6 ","10.6 ","1.6 ","0.0 "
,"31-40세","92 ","46.6 ","0.0 ","2.8 ","7.6 ","22.8 ","5.2 "
,"41-50세","59 ","42.1 ","7.0 ","10.1 ","6.7 ","23.8 ","0.0 "
,"51-60세","146 ","50.7 ","4.9 ","11.9 ","11.9 ","10.2 ","0.7 "
,"61세 이상","239 ","32.7 ","2.9 ","15.7 ","14.0 ","15.4 ","1.3 "
"방문횟수","1회","546 ","42.0 ","3.3 ","12.1 ","11.2 ","15.5 ","1.7 "
,"2회","51 ","58.4 ","1.0 ","9.0 ","17.3 ","4.6 ","0.0 "
,"3회","10 ","54.5 ","0.0 ","38.6 ","0.0 ","6.9 ","0.0 "
,"4회 이상","4 ","55.0 ","0.0 ","0.0 ","0.0 ","13.4 ","0.0 "
;



"<표 7> 제주여행 정보 습득경로(1순위)"
"(단위 : % )"

;[191]
"　",,"응답자수","과거 여행경험","주요 언론매체 (TV, 라디오, 신문, 잡지 등)","항공사, 호텔","기타","정보를 얻지 않음"
"[전체]",,"611 ","1.9 ","3.6 ","0.6 ","3.4 ","4.1 "
"거주국","일본","164 ","2.1 ","9.2 ","2.1 ","1.0 ","7.4 "
,"중국","4 ","31.5 ","0.0 ","0.0 ","0.0 ","0.0 "
,"아시아 기타","120 ","0.9 ","0.4 ","0.0 ","0.0 ","0.0 "
,"서구권","322 ","1.8 ","1.9 ","0.0 ","5.9 ","4.0 "
"성별","남자","282 ","1.9 ","2.4 ","0.4 ","3.6 ","4.3 "
,"여자","329 ","1.9 ","4.6 ","0.8 ","3.2 ","3.9 "
"연령","15-20세","10 ","5.0 ","0.0 ","0.0 ","0.0 ","0.0 "
,"21-30세","65 ","2.7 ","0.0 ","0.0 ","4.0 ","1.6 "
,"31-40세","92 ","1.6 ","2.8 ","0.0 ","3.4 ","7.2 "
,"41-50세","59 ","0.8 ","2.0 ","0.0 ","2.5 ","5.1 "
,"51-60세","146 ","1.4 ","1.8 ","0.7 ","0.8 ","5.0 "
,"61세 이상","239 ","2.3 ","6.4 ","1.0 ","5.2 ","3.0 "
"방문횟수","1회","546 ","1.3 ","3.8 ","0.6 ","3.7 ","4.6 "
,"2회","51 ","7.5 ","2.3 ","0.0 ","0.0 ","0.0 "
,"3회","10 ","0.0 ","0.0 ","0.0 ","0.0 ","0.0 "
,"4회 이상","4 ","13.7 ","0.0 ","0.0 ","18.0 ","0.0 "
;



"<표 7> 제주여행 정보 습득경로(2순위)"
"(단위 : % )"

;[192]
"　",,"응답자수","자국의 인터넷 사이트/앱","한국의 여행관련 사이트/앱","자국 여행사 (오프라인)","관광 안내책자","친지, 친구, 동료"
"[전체]",,"412 ","13.2 ","19.3 ","17.1 ","13.5 ","21.3 "
"거주국","일본","97 ","11.9 ","6.1 ","12.2 ","16.8 ","35.2 "
,"중국","3 ","0.0 ","18.0 ","0.0 ","18.0 ","45.9 "
,"아시아 기타","98 ","18.9 ","31.4 ","27.4 ","1.8 ","7.3 "
,"서구권","214 ","11.3 ","19.7 ","14.9 ","17.3 ","21.2 "
"성별","남자","187 ","13.7 ","18.7 ","19.9 ","14.7 ","15.7 "
,"여자","224 ","12.7 ","19.8 ","14.9 ","12.5 ","26.0 "
"연령","15-20세","10 ","5.3 ","10.6 ","13.3 ","10.6 ","55.0 "
,"21-30세","46 ","6.9 ","10.6 ","43.6 ","10.9 ","13.2 "
,"31-40세","62 ","31.2 ","30.6 ","17.9 ","3.2 ","11.3 "
,"41-50세","44 ","10.5 ","27.4 ","15.2 ","11.6 ","16.1 "
,"51-60세","104 ","11.2 ","16.9 ","16.2 ","18.1 ","20.7 "
,"61세 이상","146 ","10.2 ","17.1 ","9.9 ","16.2 ","27.9 "
"방문횟수","1회","354 ","14.0 ","21.0 ","11.7 ","15.0 ","22.6 "
,"2회","46 ","3.8 ","8.9 ","58.5 ","3.6 ","14.4 "
,"3회","9 ","33.5 ","11.5 ","21.1 ","7.2 ","0.0 "
,"4회 이상","3 ","0.0 ","0.0 ","20.3 ","0.0 ","40.3 "
;



"<표 7> 제주여행 정보 습득경로(2순위)"
"(단위 : % )"

;[193]
"　",,"응답자수","현지 한국 공공기관 및 박람회","과거 여행경험","주요 언론매체 (TV, 라디오, 신문, 잡지 등)","항공사, 호텔","기타"
"[전체]",,"412 ","1.2 ","4.9 ","4.1 ","1.1 ","4.3 "
"거주국","일본","97 ","1.7 ","5.9 ","8.5 ","1.2 ","0.5 "
,"중국","3 ","0.0 ","0.0 ","18.0 ","0.0 ","0.0 "
,"아시아 기타","98 ","1.3 ","8.0 ","1.3 ","0.0 ","2.6 "
,"서구권","214 ","1.0 ","3.1 ","3.1 ","1.6 ","6.9 "
"성별","남자","187 ","1.0 ","7.5 ","3.3 ","1.9 ","3.7 "
,"여자","224 ","1.4 ","2.7 ","4.7 ","0.5 ","4.8 "
"연령","15-20세","10 ","0.0 ","0.0 ","0.0 ","0.0 ","5.3 "
,"21-30세","46 ","0.0 ","8.2 ","3.2 ","3.3 ","0.0 "
,"31-40세","62 ","2.7 ","2.1 ","1.1 ","0.0 ","0.0 "
,"41-50세","44 ","0.0 ","8.3 ","0.0 ","3.4 ","7.6 "
,"51-60세","104 ","2.7 ","2.1 ","6.2 ","0.0 ","5.9 "
,"61세 이상","146 ","0.3 ","6.3 ","5.6 ","1.1 ","5.3 "
"방문횟수","1회","354 ","1.0 ","4.2 ","4.5 ","1.1 ","4.9 "
,"2회","46 ","2.2 ","6.1 ","1.5 ","0.0 ","1.1 "
,"3회","9 ","0.0 ","19.5 ","0.0 ","7.2 ","0.0 "
,"4회 이상","3 ","20.0 ","19.4 ","0.0 ","0.0 ","0.0 "
;



"<표 7-1> 인터넷 정보 습득경로(1순위)"
"(단위 : % )"

;[194]
"　",,"응답자수","포털 사이트 검색 (구글, 야후, 네이버 등)","여행 전문 사이트 또는 앱 (트립 어드바이저 등)","소셜 미디어 (블로그, 페이스북, 인스타그램, 웨이보 등)","동영상 사이트 (유투브 등)","개별 관광지 및 관광시설 홈페이지","여행사 홈페이지","공공 기관 사이트 (문화체육 관광부, 제주특별 자치도 등)","기타"
"[전체]",,"352 ","74.6 ","8.2 ","3.0 ","1.7 ","5.6 ","3.7 ","0.6 ","2.5 "
"거주국","일본","73 ","62.3 ","12.2 ","4.8 ","3.2 ","5.3 ","11.6 ","0.7 ","0.0 "
,"중국","2 ","28.2 ","0.0 ","0.0 ","0.0 ","0.0 ","71.8 ","0.0 ","0.0 "
,"아시아 기타","87 ","85.5 ","2.1 ","6.9 ","0.0 ","5.5 ","0.0 ","0.0 ","0.0 "
,"서구권","190 ","74.8 ","9.6 ","0.5 ","1.9 ","5.9 ","1.8 ","0.8 ","4.6 "
"성별","남자","152 ","74.9 ","6.6 ","5.8 ","0.4 ","6.9 ","1.9 ","1.3 ","2.3 "
,"여자","200 ","74.5 ","9.5 ","0.9 ","2.6 ","4.7 ","5.1 ","0.0 ","2.7 "
"연령","15-20세","6 ","60.4 ","0.0 ","30.8 ","8.8 ","0.0 ","0.0 ","0.0 ","0.0 "
